,carat,cut,color,depth,table,price,x,y,z
2900,0.23,Very Good,D,60.5,55.0,472,4.01,4.02,2.43
2901,0.3,Very Good,G,63.1,58.0,1013,4.31,4.28,2.71
2902,0.73,Very Good,I,63.0,58.0,2093,5.71,5.75,3.61
2903,0.32,Ideal,F,62.6,55.0,645,4.38,4.41,2.75
2904,0.59,Very Good,G,59.3,58.0,1555,5.45,5.51,3.25
2905,0.71,Very Good,H,61.5,56.0,2471,5.71,5.75,3.53
2906,0.53,Very Good,G,61.6,57.0,1336,5.18,5.21,3.2
2907,1.24,Ideal,J,61.7,55.0,5412,6.91,6.96,4.28
2908,0.4,Very Good,E,62.9,55.0,912,4.73,4.74,2.98
2909,1.71,Ideal,J,62.4,56.0,10309,7.59,7.63,4.75
2910,1.33,Premium,I,61.5,58.0,7090,7.06,7.02,4.33
2911,0.72,Ideal,H,62.0,57.0,2361,5.73,5.76,3.56
2912,1.06,Ideal,E,62.0,57.0,13344,6.49,6.54,4.04
2913,0.32,Good,I,63.1,58.0,374,4.34,4.41,2.76
2914,1.32,Very Good,H,63.0,59.0,6085,6.91,6.99,4.38
2915,0.33,Ideal,H,61.7,56.0,854,4.44,4.41,2.73
2916,1.0,Ideal,F,61.9,57.0,7526,6.41,6.39,3.96
2917,0.51,Premium,G,62.4,58.0,1438,5.11,5.12,3.19
2918,0.5,Ideal,G,61.4,56.0,1867,5.13,5.17,3.16
2919,1.53,Ideal,G,61.0,55.0,15365,7.44,7.5,4.56
2920,1.31,Premium,H,61.4,59.0,7550,7.01,6.96,4.29
2921,0.42,Very Good,E,62.9,57.0,1005,4.75,4.79,3.0
2922,0.56,Very Good,F,59.5,61.0,2236,5.36,5.33,3.18
2923,0.3,Good,H,63.5,59.0,473,4.2,4.27,2.69
2924,1.01,Good,F,64.1,60.0,4276,6.21,6.16,3.97
2925,0.71,Very Good,E,63.3,59.0,3064,5.64,5.68,3.58
2926,1.14,Ideal,H,61.7,57.0,5937,6.73,6.68,4.14
2927,0.96,Fair,G,69.7,59.0,3299,6.09,5.9,4.18
2928,1.01,Very Good,D,63.2,58.0,5654,6.28,6.34,3.99
2929,0.38,Ideal,I,62.0,55.0,721,4.64,4.69,2.89
2930,0.5,Very Good,D,62.8,61.0,1395,5.04,5.08,3.18
2931,0.27,Ideal,E,62.1,57.0,622,4.13,4.15,2.57
2932,0.33,Premium,I,60.6,58.0,463,4.44,4.47,2.7
2933,0.74,Ideal,H,61.4,56.0,2289,5.78,5.84,3.57
2934,0.74,Good,F,62.6,65.0,2685,5.66,5.69,3.55
2935,0.3,Premium,E,61.4,59.0,1013,4.34,4.32,2.66
2936,0.96,Premium,H,63.0,58.0,4026,6.27,6.23,3.94
2937,0.3,Ideal,F,61.8,55.0,857,4.32,4.35,2.68
2938,0.91,Good,F,63.9,55.0,4279,6.1,6.17,3.92
2939,0.31,Ideal,F,62.3,55.0,625,4.35,4.38,2.72
2940,0.26,Good,D,58.4,63.0,403,4.19,4.24,2.46
2941,0.31,Ideal,G,62.4,56.0,907,4.36,4.33,2.71
2942,0.28,Very Good,F,61.0,59.0,487,4.18,4.24,2.57
2943,0.71,Very Good,G,63.2,59.0,2107,5.6,5.64,3.55
2944,0.53,Very Good,F,59.6,56.0,1880,5.27,5.31,3.16
2945,0.56,Ideal,E,61.1,57.0,2066,5.37,5.33,3.27
2946,0.76,Premium,G,63.0,55.0,1629,5.83,5.74,3.65
2947,1.5,Very Good,F,61.3,61.0,14242,7.33,7.36,4.5
2948,0.31,Premium,H,62.7,59.0,489,4.29,4.32,2.7
2949,0.3,Premium,G,59.3,59.0,630,4.42,4.38,2.61
2950,0.41,Good,E,63.3,56.0,638,4.69,4.73,2.98
2951,0.71,Good,D,63.1,56.0,2719,5.68,5.73,3.6
2952,1.55,Premium,I,62.5,60.0,9027,7.35,7.33,4.59
2953,0.9,Premium,F,60.6,59.0,3951,6.27,6.21,3.78
2954,1.51,Very Good,E,63.3,56.0,14482,7.3,7.26,4.61
2955,0.23,Good,F,63.8,57.0,357,3.93,3.84,2.48
2956,0.3,Premium,H,62.7,59.0,684,4.29,4.32,2.7
2957,0.45,Premium,J,60.9,57.0,720,4.95,4.9,3.05
2958,2.03,Ideal,I,60.0,57.0,13182,8.32,8.2,4.96
2959,0.9,Fair,D,66.0,58.0,3205,6.0,5.97,3.95
2960,0.32,Ideal,E,61.3,57.0,702,4.42,4.45,2.72
2961,0.92,Very Good,H,60.6,60.0,3800,6.28,6.33,3.82
2962,0.84,Very Good,E,62.1,58.0,3125,6.02,6.09,3.76
2963,1.71,Very Good,F,58.5,61.0,17052,7.88,7.79,4.58
2964,0.56,Ideal,G,62.2,55.0,1915,5.31,5.27,3.29
2965,0.5,Premium,G,62.5,57.0,1000,5.04,5.01,3.14
2966,1.0,Ideal,F,61.9,56.0,5197,6.36,6.41,3.95
2967,0.41,Ideal,J,61.3,57.0,648,4.81,4.84,2.96
2968,0.5,Very Good,G,62.8,56.0,1373,5.05,5.08,3.18
2969,1.04,Ideal,G,61.7,57.0,7294,6.47,6.53,4.01
2970,0.39,Ideal,E,62.5,57.0,1248,4.7,4.74,2.95
2971,0.41,Good,H,64.1,57.0,917,4.72,4.64,3.0
2972,0.32,Ideal,G,61.1,57.0,918,4.41,4.43,2.7
2973,0.31,Good,G,63.6,56.0,698,4.29,4.26,2.72
2974,1.23,Ideal,I,62.3,55.0,4773,6.85,6.82,4.26
2975,0.3,Very Good,G,62.9,57.0,605,4.28,4.31,2.7
2976,0.33,Very Good,I,62.8,58.0,445,4.39,4.43,2.77
2977,0.43,Premium,G,62.6,59.0,929,4.82,4.8,3.01
2978,0.59,Ideal,I,61.6,55.0,1698,5.4,5.45,3.34
2979,0.52,Ideal,G,62.1,57.0,1932,5.15,5.13,3.19
2980,0.38,Ideal,E,61.1,56.0,1433,4.67,4.72,2.87
2981,1.01,Very Good,G,62.1,60.0,4435,6.38,6.35,3.95
2982,0.51,Good,D,63.8,56.0,1268,5.09,5.07,3.24
2983,0.32,Ideal,H,61.2,57.0,814,4.41,4.44,2.71
2984,0.31,Premium,D,60.1,58.0,462,4.38,4.4,2.64
2985,1.0,Premium,E,62.7,60.0,8888,6.32,6.34,3.97
2986,0.32,Very Good,G,60.7,61.0,388,4.42,4.47,2.7
2987,1.01,Good,E,64.0,56.0,5646,6.33,6.36,4.06
2988,1.18,Ideal,H,61.4,55.0,6013,6.84,6.78,4.18
2989,0.45,Good,G,64.0,57.0,1254,4.86,4.82,3.1
2990,0.56,Ideal,G,61.5,56.0,1633,5.31,5.32,3.27
2991,2.1,Ideal,H,63.0,57.0,16629,8.13,8.08,5.11
2992,0.56,Ideal,E,61.9,55.0,1819,5.29,5.34,3.29
2993,0.5,Good,D,64.3,54.0,1795,5.02,5.06,3.24
2994,0.39,Good,E,63.1,56.0,830,4.63,4.69,2.94
2995,0.9,Fair,H,64.4,59.0,2138,6.03,5.99,3.87
2996,0.77,Premium,I,60.4,58.0,2089,5.96,5.99,3.61
2997,0.7,Ideal,E,61.8,56.0,2576,5.72,5.68,3.52
2998,1.01,Ideal,E,61.1,57.0,6346,6.5,6.47,3.96
2999,2.02,Ideal,H,62.3,57.0,16665,8.04,8.14,5.04
3000,1.25,Premium,H,62.2,57.0,6783,6.91,6.85,4.28
3001,0.23,Very Good,E,63.7,55.0,485,3.87,3.89,2.47
3002,1.72,Very Good,E,62.2,58.0,15948,7.63,7.7,4.77
3003,1.1,Very Good,H,62.9,57.0,5521,6.54,6.59,4.13
3004,1.02,Good,I,63.6,56.0,3786,6.37,6.4,4.06
3005,0.37,Premium,I,61.6,59.0,681,4.62,4.66,2.86
3006,1.13,Ideal,H,62.0,57.0,4959,6.66,6.73,4.15
3007,1.39,Ideal,H,61.2,54.0,9298,7.23,7.25,4.43
3008,0.79,Premium,H,61.6,58.0,1998,5.98,5.94,3.67
3009,0.34,Very Good,G,62.3,59.0,740,4.45,4.48,2.78
3010,1.01,Good,G,63.2,64.0,5538,6.34,6.28,3.99
3011,0.25,Very Good,F,61.6,57.0,633,4.05,4.07,2.5
3012,0.51,Ideal,J,62.5,56.0,988,5.06,5.12,3.18
3013,1.01,Premium,D,62.4,60.0,10221,6.31,6.36,3.95
3014,0.4,Ideal,E,63.2,56.0,684,4.66,4.71,2.96
3015,0.55,Ideal,D,62.3,55.0,2030,5.29,5.24,3.28
3016,1.41,Very Good,J,59.4,59.0,7636,7.34,7.38,4.37
3017,0.3,Premium,E,61.9,58.0,540,4.31,4.28,2.66
3018,1.01,Ideal,D,62.7,57.0,7792,6.39,6.36,4.0
3019,0.72,Premium,I,60.6,57.0,1799,5.88,5.73,3.52
3020,0.71,Ideal,H,60.8,57.0,2006,5.77,5.81,3.52
3021,0.41,Very Good,F,60.8,58.0,647,4.78,4.83,2.92
3022,0.9,Very Good,F,61.3,60.0,3468,6.18,6.22,3.8
3023,1.0,Good,G,62.9,56.0,5544,6.33,6.39,4.0
3024,0.71,Premium,D,61.2,59.0,2824,5.74,5.69,3.5
3025,0.71,Ideal,I,61.8,56.0,2965,5.68,5.72,3.52
3026,0.37,Ideal,J,62.2,53.0,451,4.63,4.67,2.89
3027,1.01,Good,G,63.9,54.0,5599,6.31,6.37,4.05
3028,0.35,Good,F,63.1,56.0,583,4.46,4.51,2.83
3029,1.51,Good,F,63.4,57.0,9301,7.25,7.29,4.61
3030,0.7,Very Good,I,63.2,59.0,1890,5.59,5.62,3.54
3031,1.06,Premium,E,60.8,58.0,5485,6.59,6.54,3.99
3032,0.42,Ideal,E,61.6,56.0,1400,4.81,4.84,2.97
3033,0.7,Very Good,H,60.1,61.0,2400,5.74,5.81,3.47
3034,0.4,Ideal,H,60.9,56.0,919,4.79,4.83,2.93
3035,0.42,Ideal,D,62.1,55.0,1389,4.81,4.78,2.98
3036,0.3,Ideal,G,62.0,56.0,624,4.29,4.32,2.67
3037,0.3,Ideal,I,63.0,57.0,765,4.27,4.24,2.68
3038,0.9,Premium,G,59.0,58.0,3841,6.29,6.25,3.7
3039,0.3,Premium,D,60.6,58.0,911,4.36,4.32,2.63
3040,0.7,Very Good,F,61.6,55.0,2230,5.66,5.7,3.5
3041,0.4,Ideal,D,62.2,55.0,909,4.72,4.74,2.94
3042,0.33,Ideal,H,62.2,56.0,666,4.44,4.46,2.77
3043,0.3,Very Good,H,63.3,57.0,675,4.25,4.22,2.68
3044,0.44,Very Good,I,61.9,57.0,813,4.86,4.89,3.01
3045,1.36,Very Good,F,62.7,60.0,11946,7.05,7.02,4.41
3046,1.1,Premium,G,61.2,62.0,6653,6.64,6.6,4.05
3047,0.3,Ideal,H,62.3,56.0,491,4.27,4.3,2.67
3048,1.1,Premium,D,60.0,59.0,6209,6.67,6.6,3.98
3049,0.55,Ideal,D,61.6,57.0,1673,5.25,5.3,3.25
3050,1.02,Premium,G,62.1,59.0,6169,6.47,6.41,4.0
3051,0.34,Ideal,E,62.0,56.0,1243,4.5,4.47,2.78
3052,0.33,Ideal,E,61.2,57.0,1114,4.47,4.45,2.73
3053,0.32,Ideal,I,61.9,56.0,391,4.38,4.41,2.72
3054,0.7,Very Good,I,63.4,59.0,1775,5.66,5.57,3.56
3055,0.74,Premium,G,59.5,58.0,2574,5.95,5.89,3.52
3056,1.25,Ideal,F,62.2,56.0,12698,6.93,6.89,4.3
3057,0.63,Ideal,D,62.5,55.0,6549,5.47,5.5,3.43
3058,0.43,Very Good,G,62.9,55.0,754,4.83,4.87,3.05
3059,1.12,Good,G,56.7,62.0,4158,6.91,6.86,3.9
3060,0.71,Good,E,58.8,63.0,2120,5.75,5.88,3.42
3061,0.57,Ideal,F,61.9,56.0,2052,5.39,5.3,3.31
3062,0.3,Ideal,H,62.5,54.0,567,4.3,4.3,2.7
3063,0.32,Very Good,F,60.2,59.0,645,4.4,4.43,2.66
3064,1.0,Premium,G,58.6,61.0,6048,6.61,6.57,3.86
3065,1.0,Fair,F,64.9,52.0,6210,6.24,6.33,4.08
3066,0.56,Premium,G,62.8,55.0,1345,5.28,5.26,3.31
3067,0.54,Ideal,G,61.4,55.0,2090,5.3,5.22,3.23
3068,0.42,Ideal,F,61.6,56.0,760,4.81,4.85,2.98
3069,0.25,Very Good,F,63.2,57.0,575,3.99,4.01,2.53
3070,1.0,Good,I,63.9,56.0,4499,6.18,6.37,4.01
3071,0.39,Ideal,F,61.7,57.0,1148,4.68,4.71,2.89
3072,0.51,Ideal,D,61.8,55.0,1569,5.14,5.18,3.19
3073,0.4,Ideal,I,62.0,56.0,1240,4.74,4.77,2.95
3074,1.18,Premium,H,58.7,60.0,4956,7.01,6.93,4.09
3075,0.23,Very Good,D,61.9,58.0,530,3.91,3.94,2.43
3076,0.4,Ideal,J,62.4,56.0,1063,4.74,4.71,2.95
3077,1.04,Ideal,I,62.6,56.0,4543,6.55,6.48,4.08
3078,0.71,Ideal,F,59.8,53.0,2838,5.86,5.82,3.49
3079,1.0,Good,J,62.0,61.0,3835,6.36,6.45,3.97
3080,1.12,Very Good,I,60.6,60.0,4312,6.73,6.77,4.09
3081,0.41,Ideal,E,62.1,56.0,1057,4.76,4.78,2.96
3082,0.52,Ideal,G,62.3,54.0,1629,5.15,5.18,3.22
3083,0.41,Ideal,D,61.7,54.0,1015,4.79,4.78,2.95
3084,0.52,Ideal,H,61.6,55.0,1374,5.17,5.19,3.19
3085,0.43,Premium,E,60.8,58.0,919,4.88,4.86,2.96
3086,0.91,Very Good,J,62.4,61.0,3169,6.13,6.2,3.85
3087,1.2,Very Good,G,61.8,55.0,9968,6.79,6.83,4.21
3088,1.21,Good,H,63.6,56.0,5893,6.63,6.68,4.23
3089,0.3,Ideal,H,61.9,56.0,542,4.28,4.31,2.65
3090,0.55,Good,F,62.8,63.0,1563,5.13,5.19,3.24
3091,0.91,Good,F,63.7,58.0,3924,6.17,6.1,3.91
3092,0.37,Premium,E,60.9,59.0,1082,4.65,4.61,2.82
3093,0.32,Very Good,G,62.1,56.0,645,4.4,4.43,2.74
3094,0.32,Ideal,G,61.9,56.0,940,4.39,4.46,2.74
3095,0.45,Ideal,G,61.0,57.0,1377,4.96,5.0,3.04
3096,1.14,Premium,J,60.4,59.0,3861,6.8,6.74,4.09
3097,0.41,Ideal,E,61.8,56.0,904,4.78,4.77,2.95
3098,0.35,Premium,F,60.7,58.0,767,4.54,4.58,2.77
3099,1.13,Premium,G,61.2,59.0,9525,6.71,6.78,4.13
3100,2.09,Premium,F,61.2,57.0,12377,8.26,8.21,5.04
3101,0.3,Good,G,63.8,56.0,447,4.26,4.3,2.73
3102,1.2,Very Good,G,63.0,57.0,5607,6.7,6.75,4.24
3103,0.92,Premium,F,62.6,59.0,3684,6.23,6.19,3.89
3104,0.3,Ideal,F,62.6,55.0,814,4.28,4.31,2.69
3105,0.76,Ideal,E,62.1,57.0,2947,5.82,5.87,3.63
3106,1.72,Premium,H,62.4,62.0,12696,7.63,7.52,4.73
3107,0.42,Ideal,D,61.8,56.0,1132,4.82,4.86,2.99
3108,0.55,Ideal,F,62.4,55.0,1410,5.23,5.28,3.28
3109,0.7,Good,H,64.5,57.0,2137,5.53,5.57,3.58
3110,1.0,Good,D,64.0,59.0,3634,6.29,6.24,4.01
3111,0.27,Very Good,D,62.2,59.0,622,4.08,4.12,2.55
3112,1.0,Good,H,63.9,55.0,3584,6.41,6.34,4.07
3113,1.33,Ideal,J,62.5,58.0,6449,6.99,7.03,4.38
3114,2.11,Premium,J,61.0,58.0,12440,8.2,8.29,5.03
3115,0.36,Ideal,F,62.2,55.0,450,4.57,4.59,2.85
3116,0.3,Ideal,J,61.9,56.0,491,4.3,4.33,2.67
3117,2.16,Very Good,F,62.4,59.0,18678,8.28,8.33,5.18
3118,1.22,Premium,E,61.5,58.0,6012,6.84,6.86,4.21
3119,1.04,Ideal,G,60.7,57.0,4375,6.51,6.61,3.98
3120,1.07,Premium,H,61.2,60.0,4413,6.53,6.57,4.01
3121,1.02,Ideal,F,62.4,55.0,4662,6.46,6.43,4.02
3122,0.71,Very Good,I,63.3,57.0,2559,5.65,5.69,3.59
3123,1.01,Premium,D,62.2,60.0,4672,6.43,6.4,3.99
3124,0.71,Ideal,E,61.7,56.0,4447,5.78,5.8,3.57
3125,1.21,Very Good,G,58.9,61.0,4887,6.91,6.98,4.09
3126,2.13,Very Good,J,62.8,58.0,13996,8.13,8.17,5.12
3127,0.4,Very Good,F,63.1,58.0,882,4.69,4.66,2.95
3128,0.42,Ideal,F,62.0,55.0,1233,4.8,4.84,2.99
3129,0.5,Good,D,60.9,62.0,1657,5.05,5.06,3.08
3130,0.33,Premium,E,61.7,60.0,723,4.4,4.45,2.73
3131,1.51,Premium,I,60.9,60.0,9471,7.46,7.33,4.5
3132,0.31,Very Good,H,61.2,60.0,625,4.37,4.39,2.68
3133,0.5,Ideal,J,61.4,58.0,1134,5.14,5.09,3.15
3134,0.7,Very Good,H,61.8,58.0,2042,5.66,5.73,3.52
3135,1.01,Ideal,H,62.1,56.0,4886,6.38,6.47,3.99
3136,0.55,Ideal,E,62.2,54.0,1741,5.29,5.26,3.28
3137,0.56,Ideal,H,61.4,56.0,1941,5.3,5.32,3.26
3138,1.03,Ideal,J,62.3,56.0,3893,6.51,6.45,4.04
3139,0.9,Very Good,E,61.3,58.0,5887,6.16,6.23,3.8
3140,1.16,Ideal,G,61.3,55.0,4425,6.79,6.84,4.18
3141,0.35,Ideal,E,61.0,57.0,849,4.54,4.58,2.78
3142,1.2,Very Good,H,63.1,55.0,6814,6.82,6.77,4.29
3143,0.51,Premium,E,61.8,58.0,1343,5.11,5.15,3.17
3144,0.91,Very Good,G,60.0,57.0,3531,6.27,6.32,3.78
3145,1.08,Ideal,F,61.9,55.0,7110,6.58,6.64,4.09
3146,0.32,Good,D,57.8,56.0,1252,4.55,4.65,2.66
3147,0.92,Very Good,J,58.7,61.0,2880,6.34,6.43,3.75
3148,1.27,Very Good,I,63.3,63.0,6031,6.87,6.82,4.33
3149,0.4,Ideal,E,61.9,58.0,629,4.71,4.73,2.92
3150,0.73,Ideal,E,60.9,55.8,3660,5.8,5.85,3.55
3151,1.77,Very Good,D,59.2,61.0,14561,7.86,7.98,4.69
3152,0.32,Ideal,F,61.7,56.0,926,4.4,4.42,2.72
3153,0.5,Good,F,64.5,62.3,1678,4.92,4.93,3.17
3154,0.34,Ideal,J,61.9,53.9,469,4.5,4.53,2.79
3155,1.04,Very Good,J,62.8,57.0,3459,6.44,6.5,4.06
3156,0.7,Ideal,G,61.2,57.0,2074,5.71,5.79,3.52
3157,0.56,Ideal,E,60.9,56.0,1580,5.32,5.35,3.25
3158,0.71,Premium,G,62.7,60.0,2147,5.69,5.63,3.55
3159,2.05,Premium,H,60.2,58.0,17521,8.25,8.22,4.96
3160,1.7,Premium,I,62.7,58.0,10662,7.57,7.52,4.73
3161,1.22,Premium,F,62.3,57.0,8731,6.84,6.8,4.25
3162,0.29,Ideal,G,61.3,56.0,600,4.23,4.25,2.6
3163,0.31,Premium,G,62.2,59.0,1046,4.32,4.3,2.68
3164,1.5,Premium,E,62.1,60.0,14386,7.31,7.27,4.53
3165,0.3,Ideal,E,62.1,56.0,844,4.31,4.25,2.66
3166,1.01,Premium,D,60.0,59.0,5780,6.51,6.45,3.89
3167,1.51,Premium,J,62.1,58.0,8524,7.4,7.36,4.58
3168,0.55,Premium,G,61.8,56.0,1280,5.28,5.23,3.25
3169,1.1,Ideal,G,62.6,56.0,5535,6.64,6.58,4.14
3170,0.33,Ideal,E,61.4,55.0,802,4.46,4.5,2.75
3171,0.3,Premium,F,62.2,58.0,605,4.28,4.31,2.67
3172,0.71,Ideal,E,61.5,57.0,2654,5.7,5.75,3.52
3173,2.05,Very Good,H,63.1,58.0,12401,8.05,8.0,5.07
3174,1.16,Premium,F,62.1,59.0,5164,6.76,6.71,4.18
3175,1.14,Good,D,61.7,63.0,17499,6.64,6.74,4.13
3176,2.2,Premium,J,61.7,59.0,15064,8.3,8.34,5.13
3177,0.34,Ideal,H,62.3,54.0,722,4.46,4.5,2.79
3178,2.0,Very Good,J,60.7,60.0,13542,8.05,8.17,4.92
3179,1.01,Premium,H,60.5,58.0,4839,6.46,6.4,3.89
3180,0.72,Ideal,H,62.2,57.0,3075,5.72,5.75,3.57
3181,1.01,Fair,F,69.0,61.0,6041,6.06,5.99,4.16
3182,1.14,Very Good,G,61.3,57.0,6500,6.69,6.78,4.13
3183,1.47,Fair,F,65.9,59.0,6108,6.99,6.94,4.59
3184,0.51,Good,D,63.7,57.0,1665,5.05,5.0,3.2
3185,1.33,Premium,E,62.5,58.0,6963,6.99,7.03,4.38
3186,1.03,Premium,E,61.8,59.0,4845,6.47,6.42,3.98
3187,1.01,Very Good,E,60.2,60.0,9076,6.46,6.5,3.9
3188,0.32,Good,E,64.3,59.0,638,4.28,4.34,2.77
3189,1.63,Ideal,E,61.7,57.0,10357,7.5,7.54,4.64
3190,0.9,Premium,F,58.9,59.0,3803,6.31,6.26,3.7
3191,0.42,Premium,D,62.8,58.0,1040,4.79,4.76,3.0
3192,0.34,Very Good,F,61.7,61.0,447,4.44,4.48,2.75
3193,0.52,Ideal,D,61.0,56.0,2010,5.2,5.23,3.18
3194,1.09,Ideal,E,61.2,56.0,7443,6.62,6.67,4.07
3195,0.38,Premium,I,62.7,58.0,641,4.61,4.57,2.88
3196,0.39,Ideal,H,61.8,55.0,874,4.68,4.71,2.9
3197,2.01,Premium,H,62.3,58.0,17235,8.04,7.99,4.99
3198,0.64,Premium,E,61.3,58.0,1811,5.57,5.53,3.4
3199,0.42,Very Good,G,63.0,55.0,687,4.77,4.81,3.02
3200,1.5,Good,H,63.9,60.0,10692,7.17,7.22,4.6
3201,1.52,Ideal,G,61.4,57.0,16492,7.4,7.38,4.54
3202,0.35,Very Good,D,60.0,58.0,835,4.57,4.59,2.75
3203,1.11,Very Good,G,60.8,58.0,6593,6.65,6.7,4.06
3204,0.5,Very Good,G,60.9,57.0,1843,5.1,5.15,3.12
3205,1.47,Very Good,H,62.6,58.0,7438,7.17,7.24,4.51
3206,0.52,Good,E,63.7,54.0,1388,5.12,5.15,3.27
3207,1.01,Ideal,I,61.9,55.0,3733,6.45,6.38,3.97
3208,1.21,Very Good,I,60.0,58.0,4929,6.89,6.97,4.16
3209,1.01,Very Good,F,62.0,56.0,5107,6.41,6.47,3.99
3210,0.51,Premium,G,61.5,56.0,1974,5.15,5.12,3.16
3211,2.0,Good,G,64.2,59.0,17902,7.93,7.84,5.06
3212,1.21,Good,F,63.7,64.0,4669,6.73,6.63,4.25
3213,0.4,Very Good,G,60.7,55.0,1066,4.81,4.84,2.93
3214,0.53,Premium,F,61.6,57.1,1712,5.15,5.21,3.19
3215,0.7,Very Good,E,62.8,59.0,2453,5.64,5.69,3.56
3216,0.32,Premium,E,62.6,58.0,900,4.4,4.36,2.74
3217,0.34,Premium,D,62.0,58.0,750,4.47,4.43,2.76
3218,0.43,Ideal,J,61.9,55.5,706,4.81,4.84,2.99
3219,1.7,Very Good,G,61.8,53.0,17219,7.63,7.67,4.73
3220,0.41,Premium,H,60.9,60.0,683,4.79,4.83,2.93
3221,0.52,Ideal,G,62.7,56.0,1689,5.14,5.16,3.23
3222,1.52,Premium,H,58.7,62.0,8127,7.6,7.53,4.44
3223,0.3,Premium,D,62.3,58.0,574,4.32,4.29,2.68
3224,1.13,Ideal,D,60.1,57.0,12261,6.83,6.78,4.09
3225,0.25,Ideal,H,60.2,56.0,525,4.1,4.11,2.47
3226,0.51,Ideal,D,61.6,56.0,1687,5.12,5.1,3.15
3227,0.7,Ideal,E,61.1,56.0,2728,5.76,5.79,3.53
3228,0.7,Premium,E,62.2,58.0,2800,5.6,5.66,3.5
3229,0.3,Very Good,J,63.5,58.0,506,4.27,4.24,2.7
3230,0.83,Ideal,E,62.7,57.0,3231,5.96,6.01,3.75
3231,0.98,Fair,E,53.3,67.0,2855,6.82,6.74,3.61
3232,1.04,Premium,D,60.8,58.0,7041,6.53,6.5,3.96
3233,0.37,Ideal,G,60.8,57.0,833,4.66,4.61,2.82
3234,0.51,Premium,J,61.5,58.0,1020,5.14,5.1,3.15
3235,0.75,Premium,D,59.2,58.0,3024,5.96,5.93,3.52
3236,0.31,Ideal,G,62.1,55.0,577,4.35,4.38,2.71
3237,2.13,Fair,H,64.5,58.0,13370,8.09,8.01,5.19
3238,0.58,Very Good,F,59.4,58.0,1442,5.45,5.5,3.25
3239,0.51,Premium,G,61.7,58.0,1974,5.14,5.11,3.16
3240,1.04,Ideal,H,61.7,57.0,4543,6.54,6.49,4.02
3241,1.07,Good,H,63.8,57.0,5758,6.54,6.47,4.15
3242,1.7,Ideal,G,61.3,57.0,15797,7.6,7.67,4.68
3243,1.14,Premium,G,61.9,58.0,6144,6.68,6.72,4.15
3244,0.63,Very Good,H,61.2,59.2,1640,5.48,5.51,3.36
3245,0.51,Very Good,E,63.1,55.0,1662,5.13,5.1,3.23
3246,0.7,Premium,G,62.3,56.0,1206,5.66,5.61,3.51
3247,0.7,Very Good,I,62.1,56.0,2188,5.7,5.74,3.55
3248,0.32,Very Good,F,63.2,58.0,828,4.35,4.32,2.74
3249,0.3,Premium,F,61.4,55.0,673,4.37,4.32,2.67
3250,0.57,Ideal,E,61.6,56.0,1819,5.38,5.34,3.3
3251,0.4,Premium,F,61.1,59.0,982,4.71,4.75,2.89
3252,0.3,Good,D,58.9,62.0,621,4.33,4.36,2.56
3253,0.78,Ideal,G,61.9,55.0,2240,5.91,5.94,3.67
3254,1.38,Very Good,J,62.7,56.0,6494,7.06,7.11,4.44
3255,1.26,Very Good,J,61.8,58.0,4989,6.88,6.91,4.26
3256,0.9,Ideal,J,61.3,57.0,3160,6.16,6.24,3.8
3257,0.31,Ideal,I,61.2,55.0,507,4.37,4.39,2.68
3258,0.31,Ideal,G,61.8,53.0,652,4.35,4.39,2.7
3259,0.3,Ideal,E,61.5,55.0,658,4.31,4.34,2.66
3260,1.87,Ideal,H,59.7,60.0,17761,7.98,8.04,4.78
3261,0.3,Ideal,J,59.7,57.0,506,4.4,4.37,2.62
3262,0.54,Ideal,F,59.8,58.0,1680,5.29,5.34,3.18
3263,0.3,Ideal,E,61.3,57.0,844,4.33,4.29,2.64
3264,0.53,Good,D,63.9,55.0,1226,5.1,5.14,3.27
3265,0.41,Ideal,G,59.8,57.0,1061,4.85,4.81,2.89
3266,1.52,Ideal,F,61.8,58.0,10316,7.38,7.4,4.57
3267,0.92,Very Good,E,60.9,61.0,5453,6.22,6.25,3.8
3268,0.3,Ideal,G,62.7,57.0,878,4.29,4.26,2.68
3269,1.02,Very Good,I,59.3,59.0,4762,6.57,6.62,3.91
3270,1.53,Very Good,G,61.1,58.0,8095,7.38,7.41,4.52
3271,0.64,Fair,F,57.0,62.5,2063,5.67,5.78,3.26
3272,1.31,Ideal,I,61.8,55.0,8611,7.03,7.05,4.35
3273,1.51,Very Good,G,62.5,58.0,13686,7.23,7.27,4.53
3274,0.23,Ideal,F,61.1,56.0,548,3.97,3.99,2.43
3275,0.91,Very Good,E,63.7,59.0,4188,6.13,6.17,3.92
3276,0.52,Ideal,F,62.5,54.0,1720,5.17,5.14,3.22
3277,1.02,Very Good,D,63.3,60.0,5778,6.33,6.38,4.02
3278,1.39,Ideal,J,60.3,57.0,6252,7.24,7.26,4.37
3279,1.03,Very Good,G,61.0,58.0,6931,6.5,6.54,3.98
3280,0.52,Ideal,H,62.0,56.0,1598,5.14,5.2,3.21
3281,1.13,Premium,F,60.6,60.0,5581,6.76,6.67,4.07
3282,0.9,Good,J,57.4,61.0,3193,6.42,6.37,3.67
3283,0.3,Ideal,H,62.3,55.0,675,4.34,4.29,2.69
3284,0.41,Very Good,E,62.8,58.0,638,4.69,4.73,2.96
